"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         276,      -13.82629748,      -11.44150646,       -11.5593999,      -11.62178099,      -8.403808976
          0,           0,         277,      -13.74271677,      -11.51288499,      -11.33902284,      -11.47839339,       -8.30128897
          0,           0,         278,      -13.80619967,      -11.57611043,      -11.25038116,      -11.47797062,      -8.364865609
          0,           0,         279,      -13.88065692,      -11.66121189,      -11.52892044,      -11.55599693,      -8.443548628
          0,           0,         280,      -13.73441702,      -11.48911554,      -11.32958849,      -11.57757689,      -8.288347628
          0,           0,         281,      -13.66094382,       -11.5413875,       -11.1299492,      -11.51382317,      -8.208409318
          0,           0,         282,      -13.56615061,      -11.46586157,      -11.09869057,      -11.43892695,      -8.109674636
          0,           0,         283,      -13.81920809,      -11.66939668,       -11.4423881,      -11.59016346,      -8.367284362
          0,           0,         284,      -13.84617643,      -11.64517301,       -11.4898306,       -11.6601209,      -8.400984254
          0,           0,         285,      -14.05480873,       -11.8414438,      -11.76988122,      -11.78296591,      -8.641473843
          0,           0,         286,      -13.90270098,      -11.64443267,      -11.69488313,      -11.77047966,      -8.489523675
          0,           0,         287,      -13.73484655,      -11.54210065,       -11.2854259,      -11.50690146,      -8.284576115
          0,           0,         288,      -13.73204027,       -11.4734278,      -11.48775911,      -11.55982307,      -8.292962823
          0,           0,         289,      -13.81634682,      -11.48270155,      -11.47936195,      -11.58699124,      -8.383317867
          0,           0,         290,      -13.82148801,      -11.54641528,       -11.5240247,      -11.63378887,      -8.380751748
          0,           0,         291,       -13.6934805,      -11.31384354,      -11.39413639,      -11.54787324,      -8.252994266
          0,           0,         292,      -13.91699617,      -11.65493778,      -11.64633848,       -11.7497772,       -8.48474153
          0,           0,         293,       -13.6708505,      -11.28490481,      -11.44772099,      -11.64202387,      -8.235455483
          0,           0,         294,      -13.66942284,      -11.38630533,      -11.32692306,      -11.45152485,       -8.21499133
          0,           0,         295,      -13.73585047,      -11.50483811,       -11.4286832,      -11.43989528,      -8.288331899
          0,           0,         296,      -13.69638111,      -11.58132143,      -11.36719048,      -11.57642157,      -8.246785398
          0,           0,         297,      -14.02012817,      -11.76282959,      -11.65185224,      -11.75095625,      -8.602250658
          0,           0,         298,      -13.81811533,      -11.62042383,      -11.43315366,      -11.66775616,      -8.370905388
          0,           0,         299,      -13.86937326,       -11.6467645,      -11.61878147,       -11.7310965,      -8.426269506
          0,           0,         300,      -13.86721469,       -11.5475568,      -11.64305983,      -11.69048044,       -8.41933533
          0,           0,         301,      -13.96842497,      -11.63838105,       -11.7041469,      -11.65470731,      -8.536599262
          0,           0,         302,      -13.63298608,      -11.25225631,      -11.47065229,      -11.59799326,      -8.189005037
          0,           0,         303,      -13.72318288,      -11.44288391,      -11.46523858,      -11.58002464,      -8.290436871
          0,           0,         304,       -13.8933253,      -11.50291429,      -11.67024535,      -11.68624912,      -8.463138789
          0,           0,         305,      -13.90083024,       -11.6223484,      -11.59453894,      -11.74264473,      -8.480245784
          0,           0,         306,      -13.88771932,      -11.51437971,      -11.52755969,      -11.57123953,      -8.461448399
          0,           0,         307,       -13.9005155,      -11.50649449,       -11.5648272,      -11.53892922,      -8.460522144
          0,           0,         308,      -13.64936985,      -11.34087474,      -11.27798075,      -11.47795456,      -8.203861128
          0,           0,         309,      -13.86805199,      -11.61429028,      -11.54524328,      -11.65328332,      -8.437262233
          0,           0,         310,       -13.7617322,      -11.44177293,      -11.34591535,      -11.58864405,      -8.316175288
          0,           0,         311,      -13.80488005,      -11.53625753,      -11.53215063,      -11.64749434,      -8.369692096
          0,           0,         312,      -13.79666175,      -11.54210287,      -11.37170596,      -11.60623826,       -8.35340624
          0,           0,         313,      -13.80034261,      -11.43782179,      -11.42467518,      -11.53826393,      -8.351882104
          0,           0,         314,      -13.79898669,      -11.59389681,      -11.39109482,      -11.62638406,      -8.352370985
          0,           0,         315,      -13.76962042,      -11.60611012,      -11.40020866,      -11.55971317,      -8.318072021
          0,           0,         316,      -13.92500497,      -11.68646646,      -11.70385753,      -11.84118587,      -8.508478968
          0,           0,         317,      -13.60316279,      -11.41294951,      -11.11495636,      -11.40602937,      -8.146932819
          0,           0,         318,      -13.64697543,      -11.22687032,       -11.5394601,      -11.55756185,      -8.208459705
          0,           0,         319,       -13.8691618,      -11.41247971,       -11.6512993,      -11.64543594,       -8.42339851
          0,           0,         320,      -13.63572991,      -11.31309742,      -11.34463532,      -11.48929665,       -8.21044763
          0,           0,         321,      -14.00886651,      -11.57828162,      -11.66087496,      -11.63222028,      -8.593195492
          0,           0,         322,       -13.6662787,      -11.54490544,      -11.20485516,      -11.44193438,      -8.211955969
          0,           0,         323,      -13.69114084,      -11.65775155,      -11.31842462,      -11.56311794,      -8.229291122
          0,           0,         324,      -13.61761672,      -11.50236872,      -11.11350144,      -11.39471992,      -8.159559905
          0,           0,         325,      -13.69295536,       -11.4971905,      -11.33763029,      -11.42370829,      -8.252340008
          0,           0,         326,      -13.90403378,      -11.61895496,      -11.40789477,       -11.5807178,      -8.453774931
          0,           0,         327,      -13.91959532,      -11.53785084,      -11.65409874,      -11.78086123,      -8.520574769
          0,           0,         328,      -13.88504335,      -11.52572933,      -11.54301023,      -11.62285074,      -8.434626157
          0,           0,         329,       -13.8870392,      -11.49434335,       -11.6205685,      -11.65068223,       -8.46472286
          0,           0,         330,      -13.96396436,      -11.64023458,      -11.77078198,      -11.79741041,       -8.51853193
          0,           0,         331,      -13.87794256,      -11.70311319,      -11.38621839,      -11.63612565,      -8.436499612
          0,           0,         332,      -13.94454165,      -11.55392395,       -11.5378613,      -11.69023219,      -8.527448817
          0,           0,         333,      -13.92728642,      -11.74139704,      -11.55758178,      -11.77183172,      -8.493657393
          0,           0,         334,      -13.85869813,      -11.59317173,      -11.47482347,      -11.67533427,      -8.422523872
          0,           0,         335,      -13.92218939,      -11.69430962,      -11.52865849,      -11.66277549,      -8.483532426
          0,           0,         336,      -13.79895185,      -11.54066047,      -11.39589644,       -11.6266374,      -8.356993434
          0,           0,         337,       -13.8137228,      -11.56270117,       -11.4085557,      -11.55142179,      -8.376852118
